payment_id,loan_id,bulan_ke,tanggal_jatuh_tempo,tanggal_bayar,jumlah_angsuran,jumlah_dibayar,denda,status_pembayaran,hari_keterlambatan
PAY0001922,LN000615,1,2024-01-16,2024-01-13,Rp5375000,5375000,0,tepat waktu,0
PAY0001923,LN000615,2,2024-02-15,,5375000,0,342000,GAGAL BAYAR,44
PAY0001924,LN000618,1,2025-11-02,,18769000,Rp. 6793000,1157000,Gagal Bayar,91
PAY0001925,LN000618,2,2025-12-02,,Rp 18769000,IDR 7404000,1607000,Default,105
PAY0001926,LN000619,1,2024-01-19,2024-01-14,149000,149000,0,TEPAT WAKTU,0
PAY0001927,LN000619,2,2024-02-18,2024-02-14,IDR 149000,149000,0,On Time,0
PAY0001928,LN000619,3,2024-03-19,2024-04-20,149000,Rp154000,5000,TERLAMBAT,32
PAY0001929,LN000621,1,2024-04-20,2024-04-17,759000,759000,0,On Time,0
PAY0001930,LN000621,2,2024-05-20,2024-05-19,Rp. 759000,759000,0,Tepat Waktu,0
PAY0001931,LN000621,3,2024-06-19,2024-06-19,759000,759000,0,Tepat Waktu,0
PAY0001932,LN000621,4,2024-07-19,2024-08-22,759000,790000,31000,TERLAMBAT,34
PAY0001933,LN000621,5,2024-08-18,2024-08-18,759000,759000,0,Tepat Waktu,0
PAY0001934,LN000623,1,2023-03-10,2023-03-07,Rp 4642000,Rp. 4642000,0,TEPAT WAKTU,0
PAY0001935,LN000625,1,2024-02-27,2024-04-08,1781000,1855000,74000,Terlambat,41
PAY0001936,LN000625,2,2024-03-28,2024-03-26,1781000,1781000,0,tepat waktu,0
PAY0001937,LN000625,3,2024-04-27,2024-04-25,1781000,1781000,0,On Time,0
PAY0001938,LN000625,4,2024-05-27,2024-05-24,1781000,Rp. 1781000,0,Tepat Waktu,0
PAY0001939,LN000627,1,2025-04-19,2025-04-18,6483000,6483000,0,TEPAT WAKTU,0
PAY0001940,LN000627,2,2025-05-19,2025-06-21,6483000,6748000,265000,Terlambat,33
PAY0001941,LN000627,3,2025-06-18,2025-07-01,6483000,6767000,284000,Late,13
PAY0001942,LN000627,4,2025-07-18,2025-07-16,6483000,Rp 6483000,0,TEPAT WAKTU,0
PAY0001943,LN000627,5,2025-08-17,2025-08-17,6483000,6483000,0,tepat waktu,0
PAY0001944,LN000627,6,2025-09-16,,6483000,0,394000,gagal bayar,50
PAY0001945,LN000627,7,2025-10-16,2025-10-16,6483000,6483000,0,tepat waktu,0
PAY0001946,LN000632,1,2025-11-22,2025-11-20,660000,660000,0,TEPAT WAKTU,0
PAY0001947,LN000636,1,2025-08-22,2025-08-18,10455000,10455000,0,Tepat Waktu,0
PAY0001948,LN000636,2,2025-09-21,2025-09-21,10455000,10455000,0,tepat waktu,0
PAY0001949,LN000636,3,2025-10-21,2025-10-19,Rp 10455000,10455000,0,TEPAT WAKTU,0
PAY0001950,LN000637,1,2025-01-09,2025-01-08,10753000,IDR 10753000,0,On Time,0
PAY0001951,LN000637,2,2025-02-08,2025-02-05,Rp 10753000,Rp 10753000,0,Tepat Waktu,0
PAY0001952,LN000638,1,2025-05-26,2025-05-23,14232000,14232000,0,On Time,0
PAY0001953,LN000638,2,2025-06-25,2025-06-20,14232000,14232000,0,Tepat Waktu,0
PAY0001954,LN000638,3,2025-07-25,2025-08-28,14232000,14653000,421000,Terlambat,34
PAY0001955,LN000638,4,2025-08-24,2025-08-20,14232000,14232000,0,tepat waktu,0
PAY0001956,LN000638,5,2025-09-23,2025-09-21,14232000,14232000,0,TEPAT WAKTU,0
PAY0001957,LN000638,6,2025-10-23,2025-10-22,14232000,14232000,0,On Time,0
PAY0001958,LN000638,7,2025-11-22,2025-11-21,14232000,14232000,0,tepat waktu,0
PAY0001959,LN000641,1,2025-05-17,,20485000,0,1442000,Gagal Bayar,99
PAY0001960,LN000641,2,2025-06-16,2025-06-11,Rp. 20485000,Rp. 20485000,0,Tepat Waktu,0
PAY0001961,LN000641,3,2025-07-16,2025-07-16,20485000,20485000,0,On Time,0
PAY0001962,LN000641,4,2025-08-15,2025-08-12,Rp20485000,20485000,0,TEPAT WAKTU,0
PAY0001963,LN000641,5,2025-09-14,2025-09-10,IDR 20485000,20485000,0,TEPAT WAKTU,0
PAY0001964,LN000641,6,2025-10-14,2025-10-09,Rp 20485000,20485000,0,On Time,0
PAY0001965,LN000641,7,2025-11-13,2025-11-11,20485000,Rp20485000,0,tepat waktu,0
PAY0001966,LN000641,8,2025-12-13,2026-01-03,20485000,21008000,523000,TERLAMBAT,21
PAY0001967,LN000641,9,2026-01-12,2026-01-09,20485000,20485000,0,On Time,0
PAY0001968,LN000641,10,2026-02-11,2026-02-08,20485000,20485000,0,Tepat Waktu,0
PAY0001969,LN000641,11,2026-03-13,2026-03-22,20485000,Rp20722000,237000,Terlambat,9
PAY0001970,LN000642,1,2025-05-28,2025-05-24,182000,Rp. 182000,0,TEPAT WAKTU,0
PAY0001971,LN000642,2,2025-06-27,2025-07-29,182000,188000,6000,Late,32
PAY0001972,LN000642,3,2025-07-27,2025-07-22,182000,Rp182000,0,On Time,0
PAY0001973,LN000642,4,2025-08-26,2025-09-18,182000,184000,2000,terlambat,23
PAY0001974,LN000642,5,2025-09-25,2025-09-21,182000,182000,0,TEPAT WAKTU,0
PAY0001975,LN000642,6,2025-10-25,2025-11-28,182000,187000,5000,terlambat,34
PAY0001976,LN000642,7,2025-11-24,2025-12-11,182000,Rp. 185000,3000,Late,17
PAY0001977,LN000642,8,2025-12-24,2026-01-07,182000,185000,3000,Terlambat,14
PAY0001978,LN000642,9,2026-01-23,2026-01-22,IDR 182000,182000,0,tepat waktu,0
PAY0001979,LN000642,10,2026-02-22,2026-02-22,182000,Rp 182000,0,On Time,0
PAY0001980,LN000642,11,2026-03-24,,182000,Rp 82000,14000,GAGAL BAYAR,175
PAY0001981,LN000642,12,2026-04-23,2026-04-21,182000,182000,0,tepat waktu,0
PAY0001982,LN000646,1,2025-12-13,2026-01-14,4709000,4763000,54000,Terlambat,32
PAY0001983,LN000646,2,2026-01-12,2026-02-21,4709000,4767000,58000,Terlambat,40
PAY0001984,LN000646,3,2026-02-11,2026-02-10,4709000,4709000,0,Tepat Waktu,0
PAY0001985,LN000646,4,2026-03-13,2026-03-26,4709000,4901000,192000,terlambat,13
PAY0001986,LN000646,5,2026-04-12,2026-05-09,4709000,Rp 4867000,158000,terlambat,27
PAY0001987,LN000646,6,2026-05-12,2026-06-10,4709000,Rp 4883000,174000,Late,29
PAY0001988,LN000649,1,2023-12-14,2023-12-11,8600000,8600000,0,TEPAT WAKTU,0
PAY0001989,LN000649,2,2024-01-13,2024-01-25,8600000,8923000,323000,TERLAMBAT,12
PAY0001990,LN000649,3,2024-02-12,2024-02-07,8600000,8600000,0,Tepat Waktu,0
PAY0001991,LN000649,4,2024-03-13,2024-03-11,Rp8600000,Rp8600000,0,TEPAT WAKTU,0
PAY0001992,LN000649,5,2024-04-12,2024-05-11,8600000,8945000,345000,Late,29
PAY0001993,LN000649,6,2024-05-12,2024-05-10,Rp 8600000,8600000,0,TEPAT WAKTU,0
PAY0001994,LN000652,1,2023-10-03,2023-11-07,3231000,3274000,43000,Late,35
PAY0001995,LN000652,2,2023-11-02,2023-10-29,3231000,3231000,0,Tepat Waktu,0
PAY0001996,LN000652,3,2023-12-02,2023-11-28,Rp3231000,3231000,0,On Time,0
PAY0001997,LN000652,4,2024-01-01,2023-12-30,3231000,Rp3231000,0,tepat waktu,0
PAY0001998,LN000652,5,2024-01-31,2024-01-30,3231000,3231000,0,TEPAT WAKTU,0
PAY0001999,LN000654,1,2025-02-24,2025-02-19,Rp. 2313000,2313000,0,Tepat Waktu,0
PAY0002000,LN000654,2,2025-03-26,2025-04-15,2313000,2338000,25000,Late,20
PAY0002001,LN000654,3,2025-04-25,2025-04-24,2313000,2313000,0,tepat waktu,0
PAY0002002,LN000654,4,2025-05-25,2025-05-20,Rp. 2313000,2313000,0,tepat waktu,0
PAY0002003,LN000662,1,2025-07-08,2025-07-04,Rp 736000,736000,0,TEPAT WAKTU,0
PAY0002004,LN000664,1,2024-04-20,2024-04-16,11649000,11649000,0,tepat waktu,0
PAY0002005,LN000664,2,2024-05-20,2024-05-23,11649000,12169000,520000,Late,3
PAY0002006,LN000664,3,2024-06-19,2024-06-19,11649000,11649000,0,tepat waktu,0
PAY0002007,LN000664,4,2024-07-19,2024-07-16,11649000,Rp 11649000,0,Tepat Waktu,0
PAY0002008,LN000664,5,2024-08-18,2024-08-13,11649000,11649000,0,TEPAT WAKTU,0
PAY0002009,LN000665,1,2025-02-01,2025-02-06,7624000,7842000,218000,Terlambat,5
PAY0002010,LN000665,2,2025-03-03,2025-03-17,7624000,7918000,294000,terlambat,14
PAY0002011,LN000665,3,2025-04-02,2025-03-28,7624000,Rp 7624000,0,Tepat Waktu,0
PAY0002012,LN000665,4,2025-05-02,2025-05-02,7624000,7624000,0,TEPAT WAKTU,0
PAY0002013,LN000665,5,2025-06-01,2025-06-01,7624000,7624000,0,TEPAT WAKTU,0
PAY0002014,LN000665,6,2025-07-01,2025-07-24,7624000,7830000,206000,terlambat,23
PAY0002015,LN000665,7,2025-07-31,2025-07-29,7624000,7624000,0,On Time,0
PAY0002016,LN000668,1,2023-12-27,2023-12-26,Rp 6866000,Rp6866000,0,TEPAT WAKTU,0
PAY0002017,LN000668,2,2024-01-26,2024-01-25,6866000,6866000,0,Tepat Waktu,0
PAY0002018,LN000668,3,2024-02-25,2024-02-22,Rp 6866000,6866000,0,On Time,0
PAY0002019,LN000668,4,2024-03-26,2024-03-21,6866000,6866000,0,On Time,0
PAY0002020,LN000668,5,2024-04-25,2024-04-20,6866000,Rp. 6866000,0,TEPAT WAKTU,0
PAY0002021,LN000668,6,2024-05-25,2024-05-21,Rp. 6866000,6866000,0,tepat waktu,0
PAY0002022,LN000670,1,2023-03-04,2023-03-01,26592000,26592000,0,On Time,0
PAY0002023,LN000670,2,2023-04-03,2023-04-01,26592000,26592000,0,TEPAT WAKTU,0
PAY0002024,LN000670,3,2023-05-03,2023-05-02,26592000,26592000,0,TEPAT WAKTU,0
PAY0002025,LN000670,4,2023-06-02,2023-06-01,26592000,26592000,0,Tepat Waktu,0
PAY0002026,LN000670,5,2023-07-02,2023-07-31,26592000,27240000,648000,Late,29
PAY0002027,LN000670,6,2023-08-01,2023-07-28,26592000,26592000,0,TEPAT WAKTU,0
PAY0002028,LN000670,7,2023-08-31,2023-08-29,26592000,26592000,0,tepat waktu,0
PAY0002029,LN000670,8,2023-09-30,2023-09-27,26592000,26592000,0,tepat waktu,0
PAY0002030,LN000670,9,2023-10-30,2023-12-09,26592000,Rp27569000,977000,TERLAMBAT,40
PAY0002031,LN000670,10,2023-11-29,2023-11-24,26592000,26592000,0,tepat waktu,0
PAY0002032,LN000670,11,2023-12-29,2023-12-29,26592000,26592000,0,On Time,0
PAY0002033,LN000674,1,2023-06-18,2023-06-13,Rp 16334000,16334000,0,On Time,0
PAY0002034,LN000674,2,2023-07-18,2023-07-15,16334000,16334000,0,tepat waktu,0
PAY0002035,LN000674,3,2023-08-17,2023-08-12,16334000,16334000,0,Tepat Waktu,0
PAY0002036,LN000674,4,2023-09-16,2023-09-12,16334000,16334000,0,tepat waktu,0
PAY0002037,LN000675,1,2025-01-30,2025-01-26,799000,799000,0,On Time,0
PAY0002038,LN000675,2,2025-03-01,2025-02-25,799000,799000,0,On Time,0
PAY0002039,LN000675,3,2025-03-31,2025-03-29,799000,Rp. 799000,0,Tepat Waktu,0
PAY0002040,LN000675,4,2025-04-30,2025-04-25,Rp 799000,799000,0,TEPAT WAKTU,0
PAY0002041,LN000675,5,2025-05-30,2025-05-28,799000,Rp. 799000,0,Tepat Waktu,0
PAY0002042,LN000675,6,2025-06-29,2025-06-27,799000,799000,0,On Time,0
PAY0002043,LN000675,7,2025-07-29,2025-08-06,Rp799000,Rp 818000,19000,Terlambat,8
PAY0002044,LN000675,8,2025-08-28,2025-08-27,799000,Rp799000,0,On Time,0
PAY0002045,LN000676,1,2025-02-09,2025-02-04,8492000,8492000,0,On Time,0
PAY0002046,LN000676,2,2025-03-11,2025-03-11,8492000,8492000,0,On Time,0
PAY0002047,LN000676,3,2025-04-10,2025-04-17,8492000,8745000,253000,terlambat,7
PAY0002048,LN000676,4,2025-05-10,2025-05-07,Rp 8492000,8492000,0,TEPAT WAKTU,0
PAY0002049,LN000676,5,2025-06-09,2025-06-08,Rp. 8492000,8492000,0,tepat waktu,0
PAY0002050,LN000676,6,2025-07-09,2025-07-06,8492000,8492000,0,tepat waktu,0
PAY0002051,LN000676,7,2025-08-08,2025-08-03,8492000,8492000,0,On Time,0
PAY0002052,LN000676,8,2025-09-07,,8492000,IDR 0,815000,Gagal Bayar,59
PAY0002053,LN000676,9,2025-10-07,2025-10-19,8492000,8631000,139000,Terlambat,12
PAY0002054,LN000676,10,2025-11-06,2025-11-06,8492000,Rp 8492000,0,Tepat Waktu,0
PAY0002055,LN000680,1,2023-10-27,2023-10-23,Rp 2270000,2270000,0,TEPAT WAKTU,0
PAY0002056,LN000680,2,2023-11-26,2023-11-21,2270000,2270000,0,TEPAT WAKTU,0
PAY0002057,LN000680,3,2023-12-26,2023-12-23,IDR 2270000,2270000,0,tepat waktu,0
PAY0002058,LN000680,4,2024-01-25,2024-01-24,IDR 2270000,2270000,0,tepat waktu,0
PAY0002059,LN000680,5,2024-02-24,2024-02-19,2270000,Rp 2270000,0,tepat waktu,0
PAY0002060,LN000680,6,2024-03-25,2024-03-21,2270000,2270000,0,tepat waktu,0
PAY0002061,LN000680,7,2024-04-24,2024-04-20,2270000,2270000,0,On Time,0
PAY0002062,LN000680,8,2024-05-24,2024-05-21,IDR 2270000,2270000,0,On Time,0
PAY0002063,LN000680,9,2024-06-23,2024-07-26,2270000,Rp. 2317000,47000,Terlambat,33
PAY0002064,LN000680,10,2024-07-23,2024-08-05,2270000,2335000,65000,TERLAMBAT,13
PAY0002065,LN000680,11,2024-08-22,2024-08-18,2270000,2270000,0,Tepat Waktu,0
PAY0002066,LN000680,12,2024-09-21,2024-09-18,2270000,2270000,0,TEPAT WAKTU,0
PAY0002067,LN000681,1,2023-04-01,2023-04-01,9697000,Rp. 9697000,0,On Time,0
PAY0002068,LN000681,2,2023-05-01,2023-04-26,9697000,9697000,0,On Time,0
PAY0002069,LN000681,3,2023-05-31,2023-05-29,9697000,9697000,0,tepat waktu,0
PAY0002070,LN000681,4,2023-06-30,2023-06-25,9697000,9697000,0,tepat waktu,0
PAY0002071,LN000681,5,2023-07-30,2023-07-30,9697000,Rp. 9697000,0,TEPAT WAKTU,0
PAY0002072,LN000681,6,2023-08-29,2023-08-24,9697000,Rp 9697000,0,Tepat Waktu,0
PAY0002073,LN000681,7,2023-09-28,2023-09-27,Rp9697000,Rp. 9697000,0,Tepat Waktu,0
PAY0002074,LN000681,8,2023-10-28,2023-10-28,9697000,9697000,0,TEPAT WAKTU,0
PAY0002075,LN000683,1,2025-10-19,2025-10-15,1788000,1788000,0,Tepat Waktu,0
PAY0002076,LN000683,2,2025-11-18,2025-11-13,1788000,1788000,0,On Time,0
PAY0002077,LN000684,1,2025-07-15,2025-07-11,11224000,11224000,0,On Time,0
PAY0002078,LN000685,1,2023-11-02,2023-11-02,29693000,IDR 29693000,0,tepat waktu,0
PAY0002079,LN000685,2,2023-12-02,,29693000,8087000,1844000,gagal bayar,148
PAY0002080,LN000685,3,2024-01-01,2023-12-30,29693000,29693000,0,TEPAT WAKTU,0
PAY0002081,LN000685,4,2024-01-31,,Rp. 29693000,0,2698000,GAGAL BAYAR,83
PAY0002082,LN000685,5,2024-03-01,2024-03-17,29693000,30520000,827000,terlambat,16
PAY0002083,LN000685,6,2024-03-31,2024-03-29,29693000,29693000,0,Tepat Waktu,0
PAY0002084,LN000686,1,2025-03-31,2025-03-26,10478000,10478000,0,On Time,0
PAY0002085,LN000686,2,2025-04-30,2025-04-29,10478000,Rp10478000,0,tepat waktu,0
PAY0002086,LN000686,3,2025-05-30,2025-05-30,Rp. 10478000,10478000,0,TEPAT WAKTU,0
PAY0002087,LN000686,4,2025-06-29,2025-08-01,Rp. 10478000,10840000,362000,terlambat,33
PAY0002088,LN000686,5,2025-07-29,2025-07-25,Rp10478000,Rp10478000,0,TEPAT WAKTU,0
PAY0002089,LN000686,6,2025-08-28,2025-08-23,10478000,10478000,0,On Time,0
PAY0002090,LN000686,7,2025-09-27,2025-09-23,10478000,10478000,0,tepat waktu,0
PAY0002091,LN000686,8,2025-10-27,2025-11-16,10478000,10689000,211000,Late,20
PAY0002092,LN000686,9,2025-11-26,2025-11-22,10478000,Rp 10478000,0,tepat waktu,0
PAY0002093,LN000686,10,2025-12-26,2026-01-19,10478000,10922000,444000,Late,24
PAY0002094,LN000688,1,2023-07-26,2023-07-26,Rp492000,Rp. 492000,0,TEPAT WAKTU,0
PAY0002095,LN000688,2,2023-08-25,2023-08-20,492000,492000,0,TEPAT WAKTU,0
PAY0002096,LN000688,3,2023-09-24,,492000,153000,37000,Gagal Bayar,55
PAY0002097,LN000688,4,2023-10-24,2023-10-22,492000,492000,0,On Time,0
PAY0002098,LN000690,1,2024-07-28,2024-07-23,Rp. 43377000,43377000,0,TEPAT WAKTU,0
PAY0002099,LN000690,2,2024-08-27,2024-08-26,43377000,Rp 43377000,0,tepat waktu,0
PAY0002100,LN000690,3,2024-09-26,2024-10-08,Rp 43377000,IDR 44002000,625000,Late,12
PAY0002101,LN000693,1,2025-02-14,,3990000,0,297000,GAGAL BAYAR,141
PAY0002102,LN000693,2,2025-03-16,2025-04-17,3990000,4037000,47000,Terlambat,32
PAY0002103,LN000693,3,2025-04-15,,3990000,0,312000,gagal bayar,133
PAY0002104,LN000695,1,2024-04-10,2024-04-05,IDR 12442000,12442000,0,tepat waktu,0
PAY0002105,LN000695,2,2024-05-10,2024-05-10,Rp. 12442000,12442000,0,Tepat Waktu,0
PAY0002106,LN000695,3,2024-06-09,2024-07-12,12442000,12801000,359000,Terlambat,33
PAY0002107,LN000695,4,2024-07-09,2024-07-08,Rp. 12442000,12442000,0,TEPAT WAKTU,0
PAY0002108,LN000695,5,2024-08-08,2024-08-03,Rp. 12442000,12442000,0,tepat waktu,0
PAY0002109,LN000695,6,2024-09-07,2024-09-05,12442000,12442000,0,Tepat Waktu,0
PAY0002110,LN000695,7,2024-10-07,2024-10-04,Rp 12442000,12442000,0,Tepat Waktu,0
PAY0002111,LN000695,8,2024-11-06,2024-11-25,12442000,12800000,358000,Late,19
PAY0002112,LN000695,9,2024-12-06,2025-01-12,Rp12442000,Rp12872000,430000,Late,37
PAY0002113,LN000695,10,2025-01-05,2025-01-05,12442000,12442000,0,Tepat Waktu,0
PAY0002114,LN000695,11,2025-02-04,2025-01-31,12442000,12442000,0,TEPAT WAKTU,0
PAY0002115,LN000695,12,2025-03-06,2025-03-03,12442000,Rp. 12442000,0,tepat waktu,0
PAY0002116,LN000696,1,2024-02-22,2024-02-21,9664000,9664000,0,tepat waktu,0
PAY0002117,LN000696,2,2024-03-23,2024-03-21,Rp 9664000,9664000,0,tepat waktu,0
PAY0002118,LN000697,1,2023-04-30,2023-04-30,5110000,5110000,0,TEPAT WAKTU,0
PAY0002119,LN000697,2,2023-05-30,2023-05-28,5110000,5110000,0,On Time,0
PAY0002120,LN000699,1,2025-03-22,2025-05-02,232000,241000,9000,Late,41
PAY0002121,LN000699,2,2025-04-21,2025-04-18,232000,232000,0,TEPAT WAKTU,0
PAY0002122,LN000699,3,2025-05-21,2025-05-21,232000,232000,0,TEPAT WAKTU,0
PAY0002123,LN000699,4,2025-06-20,2025-06-20,232000,232000,0,Tepat Waktu,0
PAY0002124,LN000699,5,2025-07-20,2025-07-17,232000,232000,0,TEPAT WAKTU,0
PAY0002125,LN000699,6,2025-08-19,2025-08-19,Rp 232000,232000,0,tepat waktu,0
PAY0002126,LN000699,7,2025-09-18,2025-09-17,Rp. 232000,232000,0,tepat waktu,0
PAY0002127,LN000699,8,2025-10-18,2025-10-15,232000,232000,0,tepat waktu,0
PAY0002128,LN000699,9,2025-11-17,2025-12-01,232000,Rp 241000,9000,TERLAMBAT,14
PAY0002129,LN000699,10,2025-12-17,2025-12-14,232000,232000,0,On Time,0
PAY0002130,LN000700,1,2024-11-26,2024-11-21,2611000,Rp 2611000,0,TEPAT WAKTU,0
PAY0002131,LN000700,2,2024-12-26,2024-12-26,2611000,2611000,0,TEPAT WAKTU,0
PAY0002132,LN000700,3,2025-01-25,2025-01-24,2611000,2611000,0,tepat waktu,0
PAY0002133,LN000700,4,2025-02-24,,2611000,0,168000,Default,62
PAY0002134,LN000700,5,2025-03-26,,2611000,0,256000,Gagal Bayar,118
PAY0002135,LN000700,6,2025-04-25,2025-04-21,2611000,2611000,0,TEPAT WAKTU,0
PAY0002136,LN000700,7,2025-05-25,2025-05-25,2611000,IDR 2611000,0,tepat waktu,0
PAY0002137,LN000702,1,2024-01-18,2024-01-17,13673000,13673000,0,TEPAT WAKTU,0
PAY0002138,LN000702,2,2024-02-17,2024-02-14,13673000,13673000,0,Tepat Waktu,0
PAY0002139,LN000702,3,2024-03-18,2024-03-17,13673000,Rp13673000,0,TEPAT WAKTU,0
PAY0002140,LN000702,4,2024-04-17,2024-04-12,13673000,Rp13673000,0,TEPAT WAKTU,0
PAY0002141,LN000702,5,2024-05-17,2024-05-16,Rp. 13673000,13673000,0,TEPAT WAKTU,0
PAY0002142,LN000702,6,2024-06-16,,IDR 13673000,0,1005000,Default,144
PAY0002143,LN000702,7,2024-07-16,2024-07-16,Rp 13673000,13673000,0,On Time,0
PAY0002144,LN000702,8,2024-08-15,2024-08-13,13673000,13673000,0,On Time,0
PAY0002145,LN000702,9,2024-09-14,2024-09-11,13673000,Rp 13673000,0,Tepat Waktu,0
PAY0002146,LN000702,10,2024-10-14,2024-10-11,Rp. 13673000,13673000,0,On Time,0
PAY0002147,LN000702,11,2024-11-13,2024-11-08,13673000,13673000,0,Tepat Waktu,0
PAY0002148,LN000702,12,2024-12-13,2024-12-13,13673000,13673000,0,On Time,0
PAY0002149,LN000703,1,2023-10-09,2023-11-02,2882000,Rp2955000,73000,terlambat,24
PAY0002150,LN000704,1,2025-10-16,2025-10-16,1772000,1772000,0,TEPAT WAKTU,0
PAY0002151,LN000704,2,2025-11-15,2025-11-13,IDR 1772000,1772000,0,tepat waktu,0
PAY0002152,LN000704,3,2025-12-15,2025-12-12,1772000,1772000,0,On Time,0
PAY0002153,LN000704,4,2026-01-14,2026-01-12,1772000,1772000,0,tepat waktu,0
PAY0002154,LN000704,5,2026-02-13,2026-02-09,1772000,1772000,0,On Time,0
PAY0002155,LN000704,6,2026-03-15,2026-03-12,1772000,1772000,0,On Time,0
PAY0002156,LN000704,7,2026-04-14,2026-04-12,1772000,1772000,0,On Time,0
PAY0002157,LN000704,8,2026-05-14,2026-06-26,Rp. 1772000,1838000,66000,terlambat,43
PAY0002158,LN000704,9,2026-06-13,2026-06-11,1772000,IDR 1772000,0,Tepat Waktu,0
PAY0002159,LN000708,1,2023-06-07,2023-06-05,2639000,2639000,0,On Time,0
PAY0002160,LN000708,2,2023-07-07,2023-07-02,2639000,IDR 2639000,0,TEPAT WAKTU,0
PAY0002161,LN000708,3,2023-08-06,2023-08-01,2639000,Rp 2639000,0,TEPAT WAKTU,0
PAY0002162,LN000708,4,2023-09-05,2023-09-24,2639000,IDR 2769000,130000,Terlambat,19
PAY0002163,LN000709,1,2023-11-17,2023-11-29,1270000,1305000,35000,Late,12
PAY0002164,LN000709,2,2023-12-17,2023-12-16,1270000,1270000,0,tepat waktu,0
PAY0002165,LN000709,3,2024-01-16,2024-01-12,Rp 1270000,1270000,0,On Time,0
PAY0002166,LN000709,4,2024-02-15,2024-02-15,1270000,1270000,0,Tepat Waktu,0
PAY0002167,LN000709,5,2024-03-16,2024-03-15,1270000,Rp. 1270000,0,On Time,0
PAY0002168,LN000709,6,2024-04-15,2024-05-13,1270000,1286000,16000,TERLAMBAT,28
PAY0002169,LN000709,7,2024-05-15,2024-05-10,1270000,1270000,0,Tepat Waktu,0
PAY0002170,LN000709,8,2024-06-14,2024-06-14,Rp 1270000,Rp 1270000,0,Tepat Waktu,0
PAY0002171,LN000709,9,2024-07-14,2024-07-14,1270000,1270000,0,tepat waktu,0
PAY0002172,LN000709,10,2024-08-13,2024-08-11,1270000,1270000,0,TEPAT WAKTU,0
PAY0002173,LN000711,1,2024-06-17,2024-06-12,3030000,IDR 3030000,0,tepat waktu,0
PAY0002174,LN000714,1,2025-01-09,2025-01-04,1637000,1637000,0,Tepat Waktu,0
PAY0002175,LN000714,2,2025-02-08,2025-03-10,1637000,1704000,67000,terlambat,30
PAY0002176,LN000715,1,2024-12-03,2024-11-30,4489000,4489000,0,Tepat Waktu,0
PAY0002177,LN000715,2,2025-01-02,2024-12-28,4489000,4489000,0,Tepat Waktu,0
PAY0002178,LN000715,3,2025-02-01,2025-01-27,4489000,4489000,0,tepat waktu,0
PAY0002179,LN000715,4,2025-03-03,2025-02-28,4489000,4489000,0,On Time,0
PAY0002180,LN000715,5,2025-04-02,2025-04-02,4489000,4489000,0,Tepat Waktu,0
PAY0002181,LN000715,6,2025-05-02,2025-04-29,4489000,4489000,0,tepat waktu,0
PAY0002182,LN000718,1,2024-03-07,2024-03-07,799000,799000,0,tepat waktu,0
PAY0002183,LN000718,2,2024-04-06,2024-04-15,799000,834000,35000,Late,9
PAY0002184,LN000718,3,2024-05-06,2024-05-02,799000,799000,0,tepat waktu,0
PAY0002185,LN000718,4,2024-06-05,2024-06-02,799000,799000,0,On Time,0
PAY0002186,LN000718,5,2024-07-05,2024-07-01,799000,799000,0,On Time,0
PAY0002187,LN000718,6,2024-08-04,2024-09-17,799000,808000,9000,Late,44
PAY0002188,LN000718,7,2024-09-03,2024-08-31,799000,799000,0,TEPAT WAKTU,0
PAY0002189,LN000718,8,2024-10-03,2024-10-31,799000,819000,20000,TERLAMBAT,28
PAY0002190,LN000718,9,2024-11-02,2024-10-30,799000,799000,0,Tepat Waktu,0
PAY0002191,LN000718,10,2024-12-02,2024-11-29,799000,799000,0,On Time,0
PAY0002192,LN000718,11,2025-01-01,2024-12-31,799000,IDR 799000,0,On Time,0
PAY0002193,LN000718,12,2025-01-31,2025-01-30,799000,799000,0,TEPAT WAKTU,0
PAY0002194,LN000721,1,2023-10-21,2023-10-16,6145000,6145000,0,On Time,0
PAY0002195,LN000721,2,2023-11-20,,6145000,1718000,383000,Default,169
PAY0002196,LN000721,3,2023-12-20,2023-12-15,6145000,Rp. 6145000,0,On Time,0
PAY0002197,LN000721,4,2024-01-19,,Rp 6145000,0,328000,Default,85
PAY0002198,LN000721,5,2024-02-18,2024-03-27,6145000,6248000,103000,Terlambat,38
PAY0002199,LN000721,6,2024-03-19,,6145000,0,488000,Default,118
PAY0002200,LN000721,7,2024-04-18,2024-04-17,Rp 6145000,6145000,0,tepat waktu,0
PAY0002201,LN000721,8,2024-05-18,2024-07-01,6145000,6214000,69000,Terlambat,44
PAY0002202,LN000721,9,2024-06-17,,6145000,0,436000,GAGAL BAYAR,78
PAY0002203,LN000721,10,2024-07-17,,6145000,1167000,397000,Default,50
PAY0002204,LN000721,11,2024-08-16,2024-08-12,6145000,6145000,0,On Time,0
PAY0002205,LN000721,12,2024-09-15,,6145000,889000,539000,GAGAL BAYAR,70
PAY0002206,LN000722,1,2024-08-07,2024-08-05,IDR 805000,805000,0,Tepat Waktu,0
PAY0002207,LN000722,2,2024-09-06,,805000,Rp. 161000,78000,Gagal Bayar,130
PAY0002208,LN000722,3,2024-10-06,2024-10-03,Rp. 805000,805000,0,Tepat Waktu,0
PAY0002209,LN000722,4,2024-11-05,2024-10-31,IDR 805000,805000,0,TEPAT WAKTU,0
