loan_id,applicant_id,tujuan_pinjaman,jumlah_pinjaman,tenor_bulan,suku_bunga_persen,angsuran_bulanan,tanggal_pengajuan,status_persetujuan,skor_kredit,agunan,nilai_agunan,flag_default
LN000487,APP00381,  Kredit Multiguna,24400000,60,8.69,503000,2023-05-23,Disetujui,1,Ya,24800000,0
LN000488,APP00382,Pendidikan,IDR 20400000,48,8.89,507000,2025-11-26,disetujui,4,Tidak,0,0
LN000489,APP00383,KPR,1117200000,60,8.43,22883000,2024-03-16,dalam proses,2,Ya,1772300000,
LN000490,APP00383,Pendidikan,8100000,36,13.69,276000,2024-01-11,Approved,1,Tidak,0,0
LN000491,APP00384,Konsumtif,4000000,12,6.11,344000,2023-09-03,Dalam Proses,2,Tidak,0,
LN000492,APP00385,KKB,118400000,24,11.4,5540000,2024-06-03,disetujui,3,Ya,168700000,0
LN000493,APP00385,Modal Usaha,Rp 287500000,60,17.16,7170000,2025-07-02,Disetujui,4,Ya,404200000,0
LN000494,APP00386,Kredit Tanpa Agunan,48000000,24,6.55,2139000,2023-03-03,ditolak,1,Tidak,0,
LN000495,APP00387,Renovasi Rumah,257000000,36,11.66,8494000,2024-02-06,Rejected,1,Tidak,0,
LN000496,APP00387,Modal Usaha,252400000,36,13.58,8575000,2023-01-15,Dalam Proses,4,Ya,389800000,
LN000497,APP00388,Konsumtif,Rp20600000,24,8.18,933000,2025-03-09,Rejected,1,Tidak,0,
LN000498,APP00389,Pendidikan,88800000,36,17.33,3181000,2024-07-01,dalam proses,2,Tidak,0,
LN000499,APP00390,Kredit Multiguna,177900000,12,11.0,15723000,2025-01-31,Disetujui,4,Ya,318400000,1
LN000500,APP00391, Kredit Multiguna ,IDR 65500000,12,16.69,5964000,2025-04-03,Approved,1,Ya,127800000,0
LN000501,APP00392,  KPR,Rp. 725800000,60,10.72,15679000,2023-08-29,Rejected,1,Ya,1272900000,
LN000502,APP00393,Kredit Multiguna,IDR 16900000,12,6.9,1462000,2025-01-01,disetujui,2,Ya,32200000,1
LN000503,APP00394,  Kredit Tanpa Agunan,IDR 39700000,12,15.5,3593000,2023-04-24,Disetujui,4,Tidak,0,0
LN000504,APP00395,Pendidikan,44900000,36,14.21,1539000,2024-03-21,Pending,2,Tidak,0,
LN000505,APP00395,Modal Usaha  ,335100000,24,8.52,15235000,2024-11-05,ditolak,1,Ya,479700000,
LN000506,APP00396,Modal Usaha  ,430500000,24,10.68,20001000,2024-07-16,DALAM PROSES,2,Ya,792800000,
LN000507,APP00397,Konsumtif,25000000,12,15.06,2257000,2025-12-13,ditolak,1,Tidak,0,
LN000508,APP00398,KKB,358800000,48,14.46,9888000,2024-11-03,DITOLAK,1,Ya,503100000,
LN000509,APP00399,Renovasi Rumah,295100000,36,12.61,9888000,2023-08-24,dalam proses,4,Tidak,0,
LN000510,APP00400,Renovasi Rumah,238600000,36,5.53,7208000,2024-11-11,DISETUJUI,5,Tidak,0,1
LN000511,APP00401,Modal Usaha,217700000,36,11.61,7190000,2023-06-09,DALAM PROSES,2,Ya,360100000,
LN000512,APP00402,Konsumtif,Rp23100000,12,17.14,2108000,2024-07-10,disetujui,4,Tidak,0,0
LN000513,APP00403,Kredit Multiguna,87400000,60,15.56,2105000,2024-05-23,DISETUJUI,2,Ya,74000000,0
LN000514,APP00404,Renovasi Rumah  ,186700000,60,11.0,4059000,2024-06-27,dalam proses,4,Tidak,0,
LN000515,APP00405,Pendidikan,61600000,48,6.53,1462000,2024-11-06,Approved,1,Tidak,0,0
LN000516,APP00406,KPR,1006600000,180,6.61,8830000,2023-11-14,dalam proses,5,Ya,1398200000,
LN000517,APP00407,Renovasi Rumah,Rp 217500000,12,14.01,19530000,2024-02-18,DISETUJUI,2,Tidak,0,0
LN000518,APP00407,Pendidikan,50100000,24,15.27,2436000,2024-12-24,disetujui,5,Tidak,0,0
LN000519,APP00408,Kredit Tanpa Agunan,42500000,12,7.65,3690000,2025-09-17,DITOLAK,4,Tidak,0,
LN000520,APP00408,KPR  ,847500000,300,6.19,5559000,2025-10-26,Approved,3,Ya,976700000,1
LN000521,APP00409,Kredit Multiguna,35100000,60,10.94,762000,2024-04-19,Disetujui,2,Ya,65400000,0
LN000522,APP00410,Kredit Tanpa Agunan,7400000,24,13.4,353000,2023-02-20,dalam proses,1,Tidak,0,
LN000523,APP00411,  KKB  ,108000000,36,15.94,3794000,2023-12-21,disetujui,2,Ya,92700000,0
LN000524,APP00412,Kredit Tanpa Agunan,21300000,36,12.64,714000,2024-01-14,Pending,3,Tidak,0,
LN000525,APP00413,KKB,350400000,60,12.99,7971000,2025-12-17,Approved,5,Ya,469400000,1
LN000526,APP00414,Renovasi Rumah,92500000,12,12.07,8222000,2024-09-04,Rejected,1,Tidak,0,
LN000527,APP00415,Konsumtif,Rp. 11300000,6,14.46,1964000,2025-04-25,disetujui,4,Tidak,0,1
LN000528,APP00416,Kredit Tanpa Agunan,32300000,12,10.75,2851000,2024-11-01,DITOLAK,3,Tidak,0,
LN000529,APP00416,Renovasi Rumah,110600000,36,10.05,3571000,2025-07-02,ditolak,1,Tidak,0,
LN000530,APP00417,Pendidikan,Rp. 38500000,12,15.53,3485000,2024-11-07,DITOLAK,2,Tidak,0,
LN000531,APP00417,KPR,527700000,240,15.3,7066000,2023-01-23,Rejected,5,Ya,932000000,
LN000532,APP00418,KKB,115400000,60,7.37,2305000,2023-10-12,ditolak,3,Ya,126000000,
LN000533,APP00419,Konsumtif,Rp 6600000,6,16.74,1154000,2024-04-08,Approved,1,Tidak,0,0
LN000534,APP00420,KKB,IDR 159400000,60,10.38,3417000,2024-09-08,DITOLAK,5,Ya,311800000,
LN000535,APP00421,Pendidikan,83400000,48,13.92,2276000,2024-10-28,DITOLAK,2,Tidak,0,
LN000536,APP00421,Konsumtif,18900000,12,12.3,1682000,2023-01-05,Approved,2,Tidak,0,1
LN000537,APP00422,  Renovasi Rumah,157100000,36,7.79,4908000,2025-04-28,DALAM PROSES,1,Tidak,0,
LN000538,APP00423,Pendidikan,30900000,36,15.4,1077000,2023-12-30,DISETUJUI,1,Tidak,0,0
LN000539,APP00423,Konsumtif  ,26000000,6,16.25,4541000,2023-10-09,DISETUJUI,1,Tidak,0,0
LN000540,APP00424,KPR,1927600000,180,10.32,21093000,2023-07-27,disetujui,1,Ya,3513400000,0
LN000541,APP00425,  Kredit Multiguna  ,161000000,60,16.28,3939000,2025-09-01,Dalam Proses,2,Ya,321100000,
LN000542,APP00425,Renovasi Rumah,89200000,24,7.66,4020000,2023-07-16,Disetujui,1,Tidak,0,0
LN000543,APP00426,Konsumtif,3500000,6,9.73,600000,2023-09-17,DITOLAK,2,Tidak,0,
LN000544,APP00427,Kredit Tanpa Agunan,Rp29300000,6,9.34,5017000,2023-09-29,Disetujui,3,Tidak,0,0
LN000545,APP00428,Modal Usaha,Rp189900000,24,5.58,8381000,2023-01-13,Ditolak,2,Ya,356300000,
LN000546,APP00428,Kredit Tanpa Agunan  ,10200000,6,12.74,1764000,2023-11-10,Pending,5,Tidak,0,
LN000547,APP00429,Modal Usaha,461900000,60,6.43,9022000,2025-07-04,disetujui,4,Ya,393800000,1
LN000548,APP00430,Kredit Multiguna  ,121100000,48,10.35,3092000,2025-03-26,DALAM PROSES,1,Ya,126100000,
LN000549,APP00430,Pendidikan,73500000,12,10.44,6477000,2023-10-26,Disetujui,1,Tidak,0,0
LN000550,APP00431,Kredit Tanpa Agunan,47200000,36,14.72,1630000,2023-10-22,Approved,1,Tidak,0,1
LN000551,APP00432,KPR  ,1115400000,300,5.04,6547000,2025-08-04,Pending,3,Ya,2192600000,
LN000552,APP00433,Modal Usaha,455000000,24,17.63,22634000,2025-01-17,Ditolak,1,Ya,802700000,
LN000553,APP00434,Pendidikan,41600000,36,14.54,1433000,2024-10-16,Dalam Proses,4,Tidak,0,
LN000554,APP00435,Renovasi Rumah,121100000,24,16.19,5940000,2025-12-17,DISETUJUI,1,Tidak,0,0
LN000555,APP00435,  Pendidikan,19800000,12,6.85,1712000,2023-03-12,Disetujui,4,Tidak,0,0
LN000556,APP00436,KKB,IDR 76800000,60,7.88,1553000,2024-08-05,DISETUJUI,2,Ya,84300000,0
LN000557,APP00436,Konsumtif,25800000,12,14.1,2318000,2024-02-01,Disetujui,4,Tidak,0,1
LN000558,APP00437,Renovasi Rumah,Rp 145200000,60,17.08,3615000,2023-03-09,DITOLAK,1,Tidak,0,
LN000559,APP00438,KKB,489700000,24,9.43,22469000,2023-12-14,Rejected,3,Ya,864800000,
LN000560,APP00439,Pendidikan,IDR 56100000,12,10.9,4956000,2025-06-29,disetujui,2,Tidak,0,0
LN000561,APP00440,KKB,80700000,36,14.37,2773000,2023-06-21,Rejected,3,Ya,117600000,
LN000562,APP00441,Kredit Tanpa Agunan,24300000,36,5.36,732000,2024-06-11,DITOLAK,1,Tidak,0,
LN000563,APP00442,Pendidikan,25000000,36,12.42,835000,2025-01-24,Disetujui,3,Tidak,0,0
LN000564,APP00442,Renovasi Rumah,230400000,24,16.3,11314000,2025-08-18,ditolak,3,Tidak,0,
LN000565,APP00443,Kredit Multiguna,120200000,12,14.88,10842000,2025-02-23,Ditolak,4,Ya,105500000,
LN000566,APP00444,KPR,1502200000,120,10.67,20413000,2023-01-07,Ditolak,1,Ya,1703500000,
LN000567,APP00445,KPR,305200000,120,17.93,5486000,2025-10-20,Rejected,3,Ya,437300000,
LN000568,APP00446,Konsumtif,Rp18600000,6,6.1,3155000,2025-08-08,DISETUJUI,2,Tidak,0,0
LN000569,APP00447,Kredit Tanpa Agunan,25500000,36,5.37,769000,2025-10-02,Disetujui,3,Tidak,0,0
LN000570,APP00448,Kredit Multiguna,50100000,12,9.6,4395000,2023-09-04,Pending,2,Ya,54500000,
LN000571,APP00448,Renovasi Rumah,113800000,36,5.58,3440000,2025-10-12,Approved,2,Tidak,0,0
LN000572,APP00449,Modal Usaha,214900000,12,12.16,19110000,2023-08-20,disetujui,2,Ya,303300000,0
LN000573,APP00450,Pendidikan,Rp. 92900000,36,7.81,2903000,2024-04-26,disetujui,3,Tidak,0,0
LN000574,APP00451, KKB ,378400000,24,5.8,16737000,2025-02-17,Dalam Proses,2,Ya,565100000,
LN000575,APP00451,KKB,355300000,48,17.51,10346000,2024-01-23,disetujui,1,Ya,300300000,0
LN000576,APP00452,  Kredit Tanpa Agunan  ,40600000,12,11.7,3602000,2025-09-04,Disetujui,1,Tidak,0,0
LN000577,APP00453,Renovasi Rumah,283600000,36,11.24,9317000,2023-09-11,DISETUJUI,2,Tidak,0,0
LN000578,APP00454,KKB,292700000,24,12.42,13836000,2023-12-05,Rejected,1,Ya,311800000,
LN000579,APP00455,KPR,1903400000,120,12.38,27728000,2024-07-21,Ditolak,4,Ya,2526300000,
LN000580,APP00456,Konsumtif,IDR 25200000,24,11.43,1180000,2025-09-15,ditolak,2,Tidak,0,
LN000581,APP00457,Modal Usaha,182000000,36,7.68,5676000,2024-05-22,ditolak,3,Ya,160600000,
LN000582,APP00458,Konsumtif,7300000,6,13.05,1263000,2025-11-21,DISETUJUI,3,Tidak,0,0
LN000583,APP00458,Kredit Tanpa Agunan,Rp 17500000,24,7.56,788000,2023-07-25,DISETUJUI,2,Tidak,0,0
LN000584,APP00459,  Kredit Tanpa Agunan,43400000,24,7.96,1962000,2024-07-12,Approved,1,Tidak,0,0
LN000585,APP00460,Konsumtif,Rp 10700000,24,7.51,482000,2024-07-24,Ditolak,1,Tidak,0,
LN000586,APP00460,Kredit Tanpa Agunan,46000000,6,7.78,7842000,2023-11-15,DITOLAK,4,Tidak,0,
LN000587,APP00461,  Renovasi Rumah  ,289900000,12,6.31,24992000,2024-10-27,Rejected,1,Tidak,0,
LN000588,APP00462,KKB,499400000,48,8.72,12361000,2023-11-27,Disetujui,1,Ya,963300000,0
LN000589,APP00463, KKB ,IDR 495900000,24,9.44,22755000,2024-05-28,DITOLAK,3,Ya,810800000,
LN000590,APP00463,KPR,1252700000,60,14.76,29644000,2024-05-19,DITOLAK,1,Ya,1580800000,
LN000591,APP00464,Renovasi Rumah,273600000,12,14.37,24613000,2023-04-14,Disetujui,3,Tidak,0,0
LN000592,APP00464,KPR,Rp1148100000,300,17.94,17367000,2025-01-02,disetujui,1,Ya,1102400000,0
LN000593,APP00465,Kredit Multiguna,54400000,36,13.23,1839000,2025-09-25,Disetujui,1,Ya,77100000,0
LN000594,APP00466, Pendidikan ,41200000,12,7.49,3574000,2024-02-08,Disetujui,2,Tidak,0,0
LN000595,APP00467,Kredit Tanpa Agunan,26400000,6,10.71,4538000,2023-07-22,DITOLAK,3,Tidak,0,
LN000596,APP00468,Renovasi Rumah,115700000,24,6.11,5134000,2023-08-26,DITOLAK,1,Tidak,0,
LN000597,APP00469,Renovasi Rumah,79100000,36,5.09,2374000,2023-06-22,disetujui,2,Tidak,0,0
LN000598,APP00470,Renovasi Rumah,Rp 110400000,60,9.18,2301000,2023-01-12,Pending,4,Tidak,0,
LN000599,APP00471,KPR,526700000,60,13.05,11998000,2025-11-02,Rejected,3,Ya,696800000,
LN000600,APP00472,Renovasi Rumah,59800000,24,11.02,2788000,2023-09-13,Disetujui,2,Tidak,0,0
LN000601,APP00473,Renovasi Rumah,166600000,12,17.95,15270000,2024-10-03,Disetujui,1,Tidak,0,0
LN000602,APP00473,Modal Usaha,IDR 53100000,36,16.47,1879000,2024-03-21,disetujui,2,Ya,98400000,0
LN000603,APP00474,KPR,1761800000,120,6.92,20383000,2024-05-30,Disetujui,5,Ya,2417100000,1
LN000604,APP00475,Pendidikan,38100000,36,7.07,1178000,2025-05-18,disetujui,1,Tidak,0,0
LN000605,APP00475,Modal Usaha,369900000,60,13.32,8477000,2025-05-23,Rejected,4,Ya,430100000,
LN000606,APP00476,Kredit Multiguna,30100000,12,10.83,2658000,2024-11-23,DISETUJUI,1,Ya,48900000,0
LN000607,APP00477,KPR,Rp1677300000,300,14.29,20564000,2025-10-06,DALAM PROSES,1,Ya,2948600000,
LN000608,APP00477,Kredit Multiguna,Rp. 126000000,36,8.76,3993000,2023-05-13,Approved,4,Ya,250300000,0
LN000609,APP00478,Modal Usaha,331900000,36,14.09,11358000,2024-03-25,ditolak,1,Ya,485100000,
LN000610,APP00478,Kredit Tanpa Agunan,48500000,12,17.61,4437000,2023-12-07,Rejected,2,Tidak,0,
LN000611,APP00479,KPR,788800000,120,13.46,11993000,2024-04-20,disetujui,4,Ya,1363000000,1
LN000612,APP00479,KKB,490600000,12,14.43,44149000,2024-01-19,Ditolak,3,Ya,580100000,
LN000613,APP00480,Konsumtif,24000000,6,11.44,4135000,2025-02-06,Approved,2,Tidak,0,0
LN000614,APP00481,  Pendidikan,66200000,48,11.56,1729000,2025-04-29,DISETUJUI,1,Tidak,0,0
LN000615,APP00482,Renovasi Rumah  ,170000000,36,8.61,5375000,2023-12-17,disetujui,2,Tidak,0,0
LN000616,APP00483,Pendidikan,Rp87200000,12,9.56,7648000,2023-07-17,Ditolak,1,Tidak,0,
LN000617,APP00484,Kredit Tanpa Agunan,38400000,24,9.45,1762000,2024-04-16,DALAM PROSES,4,Tidak,0,
LN000618,APP00485,KPR,919800000,60,8.27,18769000,2025-10-03,Approved,4,Ya,1735400000,1
LN000619,APP00486,Konsumtif,3300000,24,7.58,149000,2023-12-20,disetujui,4,Tidak,0,1
LN000620,APP00486, Pendidikan ,46200000,48,14.64,1277000,2024-10-17,Pending,5,Tidak,0,
LN000621,APP00487,Kredit Tanpa Agunan,21400000,36,16.58,759000,2024-03-21,Disetujui,1,Tidak,0,0
LN000622,APP00488,Kredit Tanpa Agunan,15900000,12,5.7,1366000,2025-06-03,Ditolak,1,Tidak,0,
LN000623,APP00488,KPR  ,Rp 704400000,300,6.24,4642000,2023-02-08,Disetujui,2,Ya,1026000000,0
LN000624,APP00489,Kredit Multiguna,91800000,12,14.18,8250000,2023-02-18,Rejected,2,Ya,88300000,
LN000625,APP00490,Konsumtif,19900000,12,13.34,1781000,2024-01-28,Disetujui,1,Tidak,0,0
LN000626,APP00491,Kredit Multiguna,Rp15500000,36,7.44,482000,2024-09-29,Ditolak,1,Ya,25900000,
LN000627,APP00492,KKB,74200000,12,8.82,6483000,2025-03-20,Approved,1,Ya,85400000,0
LN000628,APP00493,Kredit Multiguna,22700000,48,14.88,630000,2023-10-28,Rejected,1,Ya,24500000,
LN000629,APP00494,KKB,312600000,48,15.33,8752000,2023-06-07,Rejected,4,Ya,475100000,
LN000630,APP00495,Konsumtif,18500000,12,11.19,1637000,2025-06-15,Dalam Proses,4,Tidak,0,
LN000631,APP00496,  Modal Usaha,345600000,12,11.93,30695000,2024-04-02,ditolak,3,Ya,608200000,
LN000632,APP00497,Pendidikan,20700000,36,9.15,660000,2025-10-23,disetujui,2,Tidak,0,0
LN000633,APP00498,KPR,1270800000,300,13.55,14861000,2024-09-30,Rejected,1,Ya,1971800000,
LN000634,APP00499,Pendidikan,88200000,24,16.79,4352000,2023-08-06,ditolak,2,Tidak,0,
LN000635,APP00499,KPR,976700000,180,15.75,14175000,2024-01-27,Ditolak,2,Ya,1306500000,
LN000636,APP00500,Modal Usaha  ,297300000,36,16.02,10455000,2025-07-23,Approved,5,Ya,501400000,0
LN000637,APP00500,Renovasi Rumah,119800000,12,13.93,10753000,2024-12-10,DISETUJUI,3,Tidak,0,0
LN000638,APP00501,KPR,1166700000,300,14.21,14232000,2025-04-26,disetujui,3,Ya,1638000000,0
LN000639,APP00502,Kredit Multiguna,38400000,12,14.62,3459000,2025-07-21,DITOLAK,3,Ya,31100000,
LN000640,APP00503,KKB,117000000,24,8.84,5337000,2023-08-05,DITOLAK,2,Ya,162600000,
LN000641,APP00504,KPR,Rp1690500000,180,12.18,20485000,2025-04-17,DISETUJUI,2,Ya,1874000000,0
LN000642,APP00505,Konsumtif  ,4000000,24,8.36,182000,2025-04-28,Disetujui,1,Tidak,0,1
LN000643,APP00506,Kredit Multiguna,Rp97600000,48,15.1,2721000,2024-08-07,Rejected,1,Ya,166500000,
LN000644,APP00507,  Konsumtif,24100000,12,12.81,2150000,2023-05-03,ditolak,3,Tidak,0,
LN000645,APP00508,KKB,Rp. 481000000,48,10.75,12373000,2025-10-21,Pending,2,Ya,535500000,
LN000646,APP00509,KKB,106500000,24,5.77,4709000,2025-11-13,Approved,5,Ya,116500000,1
LN000647,APP00510,  KKB,323900000,12,7.16,28050000,2025-01-22,Rejected,4,Ya,443600000,
LN000648,APP00510,  Renovasi Rumah,126200000,24,9.6,5800000,2025-02-19,DITOLAK,2,Tidak,0,
LN000649,APP00511,  Kredit Multiguna,94600000,12,16.38,8600000,2023-11-14,Disetujui,1,Ya,113900000,0
LN000650,APP00512,KPR,1014300000,60,11.35,22231000,2024-05-22,ditolak,3,Ya,1059600000,
LN000651,APP00513,Renovasi Rumah,IDR 162200000,24,13.41,7743000,2025-05-18,DITOLAK,2,Tidak,0,
LN000652,APP00514,Renovasi Rumah,93100000,36,15.07,3231000,2023-09-03,DISETUJUI,2,Tidak,0,0
LN000653,APP00514,Renovasi Rumah,IDR 96100000,60,15.3,2301000,2023-06-24,DITOLAK,4,Tidak,0,
LN000654,APP00515,Kredit Multiguna,117800000,60,6.65,2313000,2025-01-25,Disetujui,1,Ya,214600000,0
LN000655,APP00516,Modal Usaha,91700000,24,9.52,4211000,2025-01-28,DITOLAK,4,Ya,129600000,
LN000656,APP00517,Kredit Multiguna,146400000,60,5.39,2789000,2023-02-27,Dalam Proses,2,Ya,125100000,
LN000657,APP00517,Konsumtif,29100000,6,9.69,4988000,2024-08-26,Pending,2,Tidak,0,
LN000658,APP00518,Renovasi Rumah,173200000,36,12.35,5782000,2024-06-25,Ditolak,1,Tidak,0,
LN000659,APP00519, KPR ,1030100000,300,11.92,10788000,2025-11-12,Pending,2,Ya,1499400000,
LN000660,APP00520,Pendidikan,32900000,48,11.01,850000,2024-04-11,DITOLAK,4,Tidak,0,
LN000661,APP00521,Kredit Tanpa Agunan,6400000,6,6.82,1088000,2023-02-15,DALAM PROSES,1,Tidak,0,
LN000662,APP00522,Pendidikan,IDR 31600000,48,5.57,736000,2025-06-08,DISETUJUI,4,Tidak,0,0
LN000663,APP00522,Konsumtif,3000000,12,12.33,267000,2025-03-24,Pending,2,Tidak,0,
LN000664,APP00523,KKB,418100000,48,15.06,11649000,2024-03-21,DISETUJUI,1,Ya,748500000,0
LN000665,APP00524,Renovasi Rumah,163600000,24,10.98,7624000,2025-01-02,DISETUJUI,5,Tidak,0,1
LN000666,APP00525,Renovasi Rumah,200500000,36,12.86,6742000,2024-12-26,Ditolak,2,Tidak,0,
LN000667,APP00526,Modal Usaha,Rp409600000,12,11.41,36280000,2024-08-12,ditolak,4,Ya,721400000,
LN000668,APP00527, Kredit Multiguna ,193300000,36,16.73,6866000,2023-11-27,Approved,5,Ya,246100000,0
LN000669,APP00528,Renovasi Rumah,Rp36300000,36,17.72,1307000,2024-07-23,ditolak,2,Tidak,0,
LN000670,APP00529,Modal Usaha,290900000,12,17.44,26592000,2023-02-02,Disetujui,5,Ya,479600000,0
LN000671,APP00530,Renovasi Rumah,201700000,36,7.21,6247000,2025-12-13,Pending,5,Tidak,0,
LN000672,APP00531,Renovasi Rumah,118000000,24,13.12,5617000,2024-10-13,Rejected,1,Tidak,0,
LN000673,APP00532,Kredit Multiguna,Rp128200000,60,17.52,3222000,2025-05-06,Ditolak,2,Ya,114800000,
LN000674,APP00533,KPR,1251700000,240,14.84,16334000,2023-05-19,Approved,4,Ya,1942600000,0
LN000675,APP00534,  Pendidikan  ,34100000,48,5.89,799000,2024-12-31,disetujui,1,Tidak,0,0
LN000676,APP00534,KKB,348600000,48,7.89,8492000,2025-01-10,Disetujui,3,Ya,630800000,0
LN000677,APP00535,Konsumtif,Rp. 8500000,12,17.24,776000,2024-09-29,Rejected,1,Tidak,0,
LN000678,APP00535,Pendidikan,86400000,12,11.83,7670000,2025-04-23,ditolak,1,Tidak,0,
LN000679,APP00536,Konsumtif,4900000,6,17.27,858000,2023-09-06,ditolak,4,Tidak,0,
LN000680,APP00537,Pendidikan,81500000,48,15.04,2270000,2023-09-27,Approved,1,Tidak,0,0
LN000681,APP00538,KKB,297100000,36,10.79,9697000,2023-03-02,Disetujui,1,Ya,529700000,0
LN000682,APP00538, Renovasi Rumah ,IDR 56000000,60,9.37,1173000,2023-12-13,Dalam Proses,3,Tidak,0,
LN000683,APP00539,Kredit Tanpa Agunan,38100000,24,11.7,1788000,2025-09-19,Disetujui,3,Tidak,0,0
LN000684,APP00540,KPR,837100000,300,15.77,11224000,2025-06-15,Approved,1,Ya,1083800000,0
LN000685,APP00541,KKB,340000000,12,8.74,29693000,2023-10-03,Disetujui,3,Ya,646900000,0
LN000686,APP00541,Renovasi Rumah,235500000,24,6.38,10478000,2025-03-01,DISETUJUI,1,Tidak,0,0
LN000687,APP00542,Kredit Tanpa Agunan,35100000,24,17.59,1745000,2025-06-23,DITOLAK,3,Tidak,0,
LN000688,APP00543,Konsumtif,Rp. 11100000,24,5.98,492000,2023-06-26,Approved,3,Tidak,0,0
LN000689,APP00544,KKB,Rp 320600000,48,13.12,8620000,2025-07-10,ditolak,4,Ya,339800000,
LN000690,APP00545,Modal Usaha,491800000,12,10.61,43377000,2024-06-28,Approved,3,Ya,701200000,1
LN000691,APP00546,Renovasi Rumah,256400000,12,8.81,22400000,2025-09-15,Rejected,1,Tidak,0,
LN000692,APP00547,Kredit Multiguna,126000000,60,6.81,2484000,2023-04-13,ditolak,3,Ya,243000000,
LN000693,APP00548,Modal Usaha,Rp 203800000,60,6.53,3990000,2025-01-15,DISETUJUI,2,Ya,208200000,1
LN000694,APP00549,Pendidikan,83800000,12,9.78,7359000,2023-10-18,Ditolak,1,Tidak,0,
LN000695,APP00550,KPR,916500000,240,15.55,12442000,2024-03-11,Disetujui,3,Ya,1500600000,0
LN000696,APP00551,Modal Usaha,461200000,60,9.4,9664000,2024-01-23,Approved,2,Ya,609000000,0
LN000697,APP00551,Konsumtif,29400000,6,14.57,5110000,2023-03-31,disetujui,1,Tidak,0,0
LN000698,APP00552,Konsumtif,3100000,6,15.19,540000,2023-06-12,DITOLAK,3,Tidak,0,
LN000699,APP00553,  Konsumtif  ,Rp 4800000,24,14.47,232000,2025-02-20,DISETUJUI,4,Tidak,0,0
LN000700,APP00554,Konsumtif,28800000,12,15.82,2611000,2024-10-27,DISETUJUI,2,Tidak,0,0
LN000701,APP00554,Konsumtif,12300000,6,8.56,2101000,2025-09-28,Rejected,4,Tidak,0,
LN000702,APP00555,Modal Usaha,400500000,36,13.92,13673000,2023-12-19,disetujui,1,Ya,418900000,0
LN000703,APP00556,KPR,230700000,240,14.08,2882000,2023-09-09,DISETUJUI,5,Ya,367800000,1
LN000704,APP00557,Pendidikan  ,61400000,48,17.01,1772000,2025-09-16,Approved,4,Tidak,0,0
LN000705,APP00557,Kredit Tanpa Agunan,5500000,24,9.1,252000,2024-04-17,DITOLAK,4,Tidak,0,
LN000706,APP00558,Kredit Tanpa Agunan,38000000,36,14.77,1313000,2025-03-29,DALAM PROSES,4,Tidak,0,
LN000707,APP00559,Kredit Tanpa Agunan,Rp8100000,24,6.63,361000,2025-10-21,Rejected,5,Tidak,0,
LN000708,APP00560,Pendidikan,29800000,12,11.38,2639000,2023-05-08,Approved,3,Tidak,0,0
LN000709,APP00561,Konsumtif,14100000,12,14.63,1270000,2023-10-18,Approved,2,Tidak,0,0
LN000710,APP00561,  Kredit Multiguna,169700000,60,11.08,3696000,2024-04-20,Rejected,2,Ya,275400000,
LN000711,APP00562,  Kredit Tanpa Agunan,Rp34000000,12,12.59,3030000,2024-05-18,disetujui,4,Tidak,0,1
LN000712,APP00563,Modal Usaha,149800000,12,16.66,13638000,2023-08-11,DALAM PROSES,4,Ya,211200000,
LN000713,APP00563,Pendidikan,Rp51100000,48,9.16,1276000,2023-10-01,Ditolak,2,Tidak,0,
LN000714,APP00564,Kredit Tanpa Agunan  ,45800000,36,17.17,1637000,2024-12-10,disetujui,5,Tidak,0,1
LN000715,APP00565,Konsumtif,25900000,6,13.54,4489000,2024-11-03,disetujui,2,Tidak,0,0
LN000716,APP00566,Modal Usaha,453700000,36,14.24,15559000,2025-06-14,Rejected,1,Ya,718700000,
LN000717,APP00567,KKB,372100000,60,14.75,8803000,2023-08-16,DITOLAK,4,Ya,490700000,
LN000718,APP00567,Konsumtif,16100000,24,17.34,799000,2024-02-06,DISETUJUI,4,Tidak,0,0
LN000719,APP00568,Konsumtif,Rp 21800000,12,7.49,1891000,2025-09-12,Ditolak,4,Tidak,0,
LN000720,APP00568,Kredit Multiguna,185800000,48,15.57,5225000,2023-04-30,ditolak,5,Ya,218400000,
LN000721,APP00569,  Modal Usaha,309900000,60,7.06,6145000,2023-09-21,DISETUJUI,4,Ya,383800000,1
LN000722,APP00569,Kredit Tanpa Agunan,16500000,24,15.6,805000,2024-07-08,disetujui,1,Tidak,0,0
LN000723,APP00570, Modal Usaha ,IDR 343000000,24,17.81,17092000,2024-12-23,Disetujui,1,Ya,352000000,0
LN000724,APP00571,  KPR,704700000,60,13.36,16164000,2024-10-04,disetujui,4,Ya,1203700000,0
LN000725,APP00571,KPR,503100000,180,11.88,5999000,2024-01-24,ditolak,1,Ya,697000000,
LN000726,APP00572,Modal Usaha,Rp 118800000,12,16.11,10785000,2025-08-11,Disetujui,1,Ya,95600000,0
LN000727,APP00573,KKB,409300000,60,7.26,8155000,2024-11-03,ditolak,1,Ya,783500000,
LN000728,APP00574,Pendidikan,51100000,36,10.73,1666000,2023-05-13,Disetujui,2,Tidak,0,0
LN000729,APP00575,KKB,146500000,48,10.28,3735000,2023-08-05,DISETUJUI,3,Ya,219200000,0
LN000730,APP00576,KPR,1987300000,120,17.5,35171000,2024-12-09,Disetujui,3,Ya,2085100000,0
